rank,layer,neuron,weight,abs_weight
1,19,7024,-2.501250625312652,2.501250625312652
2,5,2635,-2.501250625312652,2.501250625312652
3,5,2631,-2.501250625312652,2.501250625312652
4,5,2630,2.501250625312652,2.501250625312652
5,5,2626,-2.501250625312652,2.501250625312652
6,5,2625,2.501250625312652,2.501250625312652
7,19,7032,-2.501250625312652,2.501250625312652
8,19,7031,2.501250625312652,2.501250625312652
9,19,7030,-2.501250625312652,2.501250625312652
10,5,2642,-2.501250625312652,2.501250625312652
11,19,7022,2.501250625312652,2.501250625312652
12,19,7019,2.501250625312652,2.501250625312652
13,19,7012,-2.501250625312652,2.501250625312652
14,19,7010,2.501250625312652,2.501250625312652
15,19,7071,2.501250625312652,2.501250625312652
16,19,7069,-2.501250625312652,2.501250625312652
17,19,7066,-2.501250625312652,2.501250625312652
18,19,7063,-2.501250625312652,2.501250625312652
19,19,6996,2.501250625312652,2.501250625312652
20,5,2660,-2.501250625312652,2.501250625312652
21,5,2659,2.501250625312652,2.501250625312652
22,5,2656,2.501250625312652,2.501250625312652
23,19,7006,2.501250625312652,2.501250625312652
24,19,7004,-2.501250625312652,2.501250625312652
25,19,7003,-2.501250625312652,2.501250625312652
26,19,7002,-2.501250625312652,2.501250625312652
27,19,6997,2.501250625312652,2.501250625312652
28,19,7060,2.501250625312652,2.501250625312652
29,19,6983,2.501250625312652,2.501250625312652
30,19,6981,-2.501250625312652,2.501250625312652
31,19,6980,2.501250625312652,2.501250625312652
32,19,6978,-2.501250625312652,2.501250625312652
33,5,2652,2.501250625312652,2.501250625312652
34,5,2647,-2.501250625312652,2.501250625312652
35,5,2646,-2.501250625312652,2.501250625312652
36,5,2645,-2.501250625312652,2.501250625312652
37,9,2444,2.501250625312652,2.501250625312652
38,15,2466,-2.501250625312652,2.501250625312652
39,9,2463,-2.501250625312652,2.501250625312652
40,9,2457,-2.501250625312652,2.501250625312652
41,9,2452,-2.501250625312652,2.501250625312652
42,9,2451,-2.501250625312652,2.501250625312652
43,9,2448,2.501250625312652,2.501250625312652
44,9,2446,2.501250625312652,2.501250625312652
45,9,2445,-2.501250625312652,2.501250625312652
46,15,2469,-2.501250625312652,2.501250625312652
47,9,2443,-2.501250625312652,2.501250625312652
48,19,7042,2.501250625312652,2.501250625312652
49,19,7040,2.501250625312652,2.501250625312652
50,5,2620,-2.501250625312652,2.501250625312652
51,5,2615,2.501250625312652,2.501250625312652
52,5,2610,2.501250625312652,2.501250625312652
53,5,2602,-2.501250625312652,2.501250625312652
54,5,2599,2.501250625312652,2.501250625312652
55,9,2468,-2.501250625312652,2.501250625312652
56,19,7057,-2.501250625312652,2.501250625312652
57,19,7054,-2.501250625312652,2.501250625312652
58,19,7051,2.501250625312652,2.501250625312652
59,19,7048,-2.501250625312652,2.501250625312652
60,9,2476,-2.501250625312652,2.501250625312652
61,9,2475,2.501250625312652,2.501250625312652
62,9,2473,-2.501250625312652,2.501250625312652
63,9,2469,-2.501250625312652,2.501250625312652
64,5,2672,2.501250625312652,2.501250625312652
65,9,2465,2.501250625312652,2.501250625312652
66,15,2487,-2.501250625312652,2.501250625312652
67,15,2486,2.501250625312652,2.501250625312652
68,15,2480,-2.501250625312652,2.501250625312652
69,15,2473,2.501250625312652,2.501250625312652
70,15,2472,-2.501250625312652,2.501250625312652
71,15,2470,-2.501250625312652,2.501250625312652
72,5,2712,-2.501250625312652,2.501250625312652
73,19,6886,-2.501250625312652,2.501250625312652
74,19,6885,2.501250625312652,2.501250625312652
75,19,6934,-2.501250625312652,2.501250625312652
76,19,6926,-2.501250625312652,2.501250625312652
77,19,6919,-2.501250625312652,2.501250625312652
78,19,6914,-2.501250625312652,2.501250625312652
79,5,2714,-2.501250625312652,2.501250625312652
80,5,2713,-2.501250625312652,2.501250625312652
81,19,6890,-2.501250625312652,2.501250625312652
82,5,2709,-2.501250625312652,2.501250625312652
83,5,2700,-2.501250625312652,2.501250625312652
84,5,2695,2.501250625312652,2.501250625312652
85,5,2694,2.501250625312652,2.501250625312652
86,5,2693,-2.501250625312652,2.501250625312652
87,19,6968,-2.501250625312652,2.501250625312652
88,19,6967,-2.501250625312652,2.501250625312652
89,19,6966,-2.501250625312652,2.501250625312652
90,15,2565,-2.501250625312652,2.501250625312652
91,15,2533,-2.501250625312652,2.501250625312652
92,15,2591,2.501250625312652,2.501250625312652
93,15,2590,2.501250625312652,2.501250625312652
94,15,2584,-2.501250625312652,2.501250625312652
95,15,2582,2.501250625312652,2.501250625312652
96,15,2575,2.501250625312652,2.501250625312652
97,15,2570,-2.501250625312652,2.501250625312652
98,15,2566,2.501250625312652,2.501250625312652
99,19,6965,2.501250625312652,2.501250625312652
100,15,2564,2.501250625312652,2.501250625312652
101,19,6908,-2.501250625312652,2.501250625312652
102,19,6907,2.501250625312652,2.501250625312652
103,19,6906,2.501250625312652,2.501250625312652
104,19,6905,-2.501250625312652,2.501250625312652
105,19,6904,-2.501250625312652,2.501250625312652
106,19,6900,2.501250625312652,2.501250625312652
107,19,6897,2.501250625312652,2.501250625312652
108,15,2498,2.501250625312652,2.501250625312652
109,15,2526,-2.501250625312652,2.501250625312652
110,15,2524,2.501250625312652,2.501250625312652
111,15,2522,-2.501250625312652,2.501250625312652
112,15,2521,-2.501250625312652,2.501250625312652
113,15,2520,-2.501250625312652,2.501250625312652
114,15,2519,2.501250625312652,2.501250625312652
115,15,2516,2.501250625312652,2.501250625312652
116,15,2512,2.501250625312652,2.501250625312652
117,9,2434,2.501250625312652,2.501250625312652
118,9,2431,-2.501250625312652,2.501250625312652
119,9,2423,-2.501250625312652,2.501250625312652
120,9,2421,2.501250625312652,2.501250625312652
121,9,2420,-2.501250625312652,2.501250625312652
122,9,2419,-2.501250625312652,2.501250625312652
123,9,2417,-2.501250625312652,2.501250625312652
124,9,2414,-2.501250625312652,2.501250625312652
125,5,2673,-2.501250625312652,2.501250625312652
126,5,2685,2.501250625312652,2.501250625312652
127,19,6964,-2.501250625312652,2.501250625312652
128,19,6956,2.501250625312652,2.501250625312652
129,19,6955,2.501250625312652,2.501250625312652
130,19,6951,-2.501250625312652,2.501250625312652
131,19,6950,2.501250625312652,2.501250625312652
132,19,6949,2.501250625312652,2.501250625312652
133,19,6948,2.501250625312652,2.501250625312652
134,5,2686,2.501250625312652,2.501250625312652
135,5,2598,2.501250625312652,2.501250625312652
136,5,2683,-2.501250625312652,2.501250625312652
137,5,2679,-2.501250625312652,2.501250625312652
138,5,2678,-2.501250625312652,2.501250625312652
139,9,2442,2.501250625312652,2.501250625312652
140,9,2441,2.501250625312652,2.501250625312652
141,9,2439,-2.501250625312652,2.501250625312652
142,9,2436,-2.501250625312652,2.501250625312652
143,15,2422,2.501250625312652,2.501250625312652
144,5,2480,2.501250625312652,2.501250625312652
145,9,2543,-2.501250625312652,2.501250625312652
146,9,2541,-2.501250625312652,2.501250625312652
147,9,2537,-2.501250625312652,2.501250625312652
148,9,2536,-2.501250625312652,2.501250625312652
149,15,2429,-2.501250625312652,2.501250625312652
150,15,2428,2.501250625312652,2.501250625312652
151,15,2425,-2.501250625312652,2.501250625312652
152,5,2485,2.501250625312652,2.501250625312652
153,15,2416,2.501250625312652,2.501250625312652
154,15,2415,-2.501250625312652,2.501250625312652
155,15,2414,-2.501250625312652,2.501250625312652
156,15,2412,2.501250625312652,2.501250625312652
157,15,2410,2.501250625312652,2.501250625312652
158,15,2409,2.501250625312652,2.501250625312652
159,15,2407,2.501250625312652,2.501250625312652
160,15,2404,2.501250625312652,2.501250625312652
161,19,7188,-2.501250625312652,2.501250625312652
162,5,2513,2.501250625312652,2.501250625312652
163,5,2510,2.501250625312652,2.501250625312652
164,5,2501,2.501250625312652,2.501250625312652
165,5,2498,-2.501250625312652,2.501250625312652
166,5,2496,2.501250625312652,2.501250625312652
167,19,7197,-2.501250625312652,2.501250625312652
168,19,7195,-2.501250625312652,2.501250625312652
169,19,7194,-2.501250625312652,2.501250625312652
170,15,2400,-2.501250625312652,2.501250625312652
171,19,7184,2.501250625312652,2.501250625312652
172,19,7183,2.501250625312652,2.501250625312652
173,19,7178,-2.501250625312652,2.501250625312652
174,19,7174,-2.501250625312652,2.501250625312652
175,19,7172,-2.501250625312652,2.501250625312652
176,5,2492,-2.501250625312652,2.501250625312652
177,5,2491,2.501250625312652,2.501250625312652
178,5,2490,-2.501250625312652,2.501250625312652
179,19,7234,-2.501250625312652,2.501250625312652
180,19,7203,-2.501250625312652,2.501250625312652
181,19,7259,-2.501250625312652,2.501250625312652
182,19,7258,-2.501250625312652,2.501250625312652
183,19,7250,2.501250625312652,2.501250625312652
184,19,7249,-2.501250625312652,2.501250625312652
185,19,7239,-2.501250625312652,2.501250625312652
186,19,7238,2.501250625312652,2.501250625312652
187,19,7235,-2.501250625312652,2.501250625312652
188,19,7206,2.501250625312652,2.501250625312652
189,5,2463,2.501250625312652,2.501250625312652
190,5,2460,2.501250625312652,2.501250625312652
191,5,2457,-2.501250625312652,2.501250625312652
192,5,2455,2.501250625312652,2.501250625312652
193,5,2449,-2.501250625312652,2.501250625312652
194,5,2446,-2.501250625312652,2.501250625312652
195,5,2445,-2.501250625312652,2.501250625312652
196,5,2442,2.501250625312652,2.501250625312652
197,5,2468,2.501250625312652,2.501250625312652
198,9,2527,-2.501250625312652,2.501250625312652
199,9,2524,2.501250625312652,2.501250625312652
200,9,2523,-2.501250625312652,2.501250625312652
201,9,2522,2.501250625312652,2.501250625312652
202,5,2479,2.501250625312652,2.501250625312652
203,5,2476,-2.501250625312652,2.501250625312652
204,5,2473,-2.501250625312652,2.501250625312652
205,5,2472,-2.501250625312652,2.501250625312652
206,5,2516,2.501250625312652,2.501250625312652
207,5,2467,2.501250625312652,2.501250625312652
208,5,2465,2.501250625312652,2.501250625312652
209,19,7226,-2.501250625312652,2.501250625312652
210,19,7224,2.501250625312652,2.501250625312652
211,19,7222,-2.501250625312652,2.501250625312652
212,19,7217,-2.501250625312652,2.501250625312652
213,19,7214,-2.501250625312652,2.501250625312652
214,19,7110,-2.501250625312652,2.501250625312652
215,19,7128,-2.501250625312652,2.501250625312652
216,19,7124,-2.501250625312652,2.501250625312652
217,19,7123,2.501250625312652,2.501250625312652
218,19,7119,-2.501250625312652,2.501250625312652
219,19,7118,2.501250625312652,2.501250625312652
220,19,7115,2.501250625312652,2.501250625312652
221,19,7114,2.501250625312652,2.501250625312652
222,19,7113,-2.501250625312652,2.501250625312652
223,5,2562,2.501250625312652,2.501250625312652
224,19,7108,2.501250625312652,2.501250625312652
225,19,7107,-2.501250625312652,2.501250625312652
226,19,7105,-2.501250625312652,2.501250625312652
227,5,2557,-2.501250625312652,2.501250625312652
228,9,2520,-2.501250625312652,2.501250625312652
229,9,2512,-2.501250625312652,2.501250625312652
230,9,2511,2.501250625312652,2.501250625312652
231,9,2508,-2.501250625312652,2.501250625312652
232,5,2590,2.501250625312652,2.501250625312652
233,5,2594,2.501250625312652,2.501250625312652
234,19,7100,2.501250625312652,2.501250625312652
235,19,7096,-2.501250625312652,2.501250625312652
236,19,7091,-2.501250625312652,2.501250625312652
237,19,7078,2.501250625312652,2.501250625312652
238,19,7077,2.501250625312652,2.501250625312652
239,19,7073,-2.501250625312652,2.501250625312652
240,19,7072,-2.501250625312652,2.501250625312652
241,9,2507,-2.501250625312652,2.501250625312652
242,5,2589,-2.501250625312652,2.501250625312652
243,5,2588,-2.501250625312652,2.501250625312652
244,5,2587,2.501250625312652,2.501250625312652
245,5,2576,2.501250625312652,2.501250625312652
246,5,2567,-2.501250625312652,2.501250625312652
247,5,2566,2.501250625312652,2.501250625312652
248,5,2565,-2.501250625312652,2.501250625312652
249,5,2563,2.501250625312652,2.501250625312652
250,19,7160,2.501250625312652,2.501250625312652
251,9,2480,-2.501250625312652,2.501250625312652
252,9,2477,2.501250625312652,2.501250625312652
253,5,2552,-2.501250625312652,2.501250625312652
254,5,2548,2.501250625312652,2.501250625312652
255,5,2545,-2.501250625312652,2.501250625312652
256,5,2542,2.501250625312652,2.501250625312652
257,5,2535,2.501250625312652,2.501250625312652
258,19,7163,-2.501250625312652,2.501250625312652
259,9,2481,2.501250625312652,2.501250625312652
260,19,7159,2.501250625312652,2.501250625312652
261,19,7154,-2.501250625312652,2.501250625312652
262,19,7147,-2.501250625312652,2.501250625312652
263,19,7141,-2.501250625312652,2.501250625312652
264,19,7139,-2.501250625312652,2.501250625312652
265,19,7138,-2.501250625312652,2.501250625312652
266,5,2527,-2.501250625312652,2.501250625312652
267,5,2526,-2.501250625312652,2.501250625312652
268,15,2440,-2.501250625312652,2.501250625312652
269,9,2506,-2.501250625312652,2.501250625312652
270,9,2501,-2.501250625312652,2.501250625312652
271,9,2499,2.501250625312652,2.501250625312652
272,15,2459,-2.501250625312652,2.501250625312652
273,15,2457,-2.501250625312652,2.501250625312652
274,15,2447,2.501250625312652,2.501250625312652
275,15,2445,2.501250625312652,2.501250625312652
276,15,2441,2.501250625312652,2.501250625312652
277,15,2537,2.501250625312652,2.501250625312652
278,15,2439,-2.501250625312652,2.501250625312652
279,15,2437,2.501250625312652,2.501250625312652
280,15,2436,2.501250625312652,2.501250625312652
281,15,2434,2.501250625312652,2.501250625312652
282,15,2432,-2.501250625312652,2.501250625312652
283,9,2485,-2.501250625312652,2.501250625312652
284,9,2482,2.501250625312652,2.501250625312652
285,19,6684,2.501250625312652,2.501250625312652
286,5,2926,2.501250625312652,2.501250625312652
287,5,2923,2.501250625312652,2.501250625312652
288,5,2918,-2.501250625312652,2.501250625312652
289,5,2916,-2.501250625312652,2.501250625312652
290,5,2915,-2.501250625312652,2.501250625312652
291,5,2913,2.501250625312652,2.501250625312652
292,19,6686,2.501250625312652,2.501250625312652
293,19,6685,2.501250625312652,2.501250625312652
294,5,2931,-2.501250625312652,2.501250625312652
295,19,6683,2.501250625312652,2.501250625312652
296,19,6681,-2.501250625312652,2.501250625312652
297,19,6678,-2.501250625312652,2.501250625312652
298,19,6677,-2.501250625312652,2.501250625312652
299,19,6674,-2.501250625312652,2.501250625312652
300,19,6673,-2.501250625312652,2.501250625312652
301,19,6670,-2.501250625312652,2.501250625312652
302,19,6669,-2.501250625312652,2.501250625312652
303,19,6648,2.501250625312652,2.501250625312652
304,5,2965,2.501250625312652,2.501250625312652
305,5,2964,2.501250625312652,2.501250625312652
306,5,2960,2.501250625312652,2.501250625312652
307,5,2956,2.501250625312652,2.501250625312652
308,5,2950,2.501250625312652,2.501250625312652
309,5,2947,2.501250625312652,2.501250625312652
310,19,6654,2.501250625312652,2.501250625312652
311,19,6653,2.501250625312652,2.501250625312652
312,19,6660,-2.501250625312652,2.501250625312652
313,19,6639,2.501250625312652,2.501250625312652
314,19,6637,-2.501250625312652,2.501250625312652
315,19,6631,2.501250625312652,2.501250625312652
316,19,6627,-2.501250625312652,2.501250625312652
317,19,6626,2.501250625312652,2.501250625312652
318,5,2940,2.501250625312652,2.501250625312652
319,5,2938,2.501250625312652,2.501250625312652
320,5,2932,-2.501250625312652,2.501250625312652
321,5,2903,2.501250625312652,2.501250625312652
322,15,2634,-2.501250625312652,2.501250625312652
323,15,2633,2.501250625312652,2.501250625312652
324,15,2628,-2.501250625312652,2.501250625312652
325,15,2624,2.501250625312652,2.501250625312652
326,9,2332,-2.501250625312652,2.501250625312652
327,5,2908,-2.501250625312652,2.501250625312652
328,5,2907,-2.501250625312652,2.501250625312652
329,5,2904,-2.501250625312652,2.501250625312652
330,15,2635,2.501250625312652,2.501250625312652
331,5,2900,-2.501250625312652,2.501250625312652
332,5,2898,-2.501250625312652,2.501250625312652
333,5,2895,-2.501250625312652,2.501250625312652
334,5,2892,-2.501250625312652,2.501250625312652
335,5,2888,2.501250625312652,2.501250625312652
336,5,2885,2.501250625312652,2.501250625312652
337,5,2884,2.501250625312652,2.501250625312652
338,5,2882,-2.501250625312652,2.501250625312652
339,9,2349,2.501250625312652,2.501250625312652
340,19,6659,-2.501250625312652,2.501250625312652
341,19,6657,-2.501250625312652,2.501250625312652
342,5,2911,2.501250625312652,2.501250625312652
343,9,2361,2.501250625312652,2.501250625312652
344,9,2357,2.501250625312652,2.501250625312652
345,9,2355,2.501250625312652,2.501250625312652
346,9,2354,2.501250625312652,2.501250625312652
347,9,2353,-2.501250625312652,2.501250625312652
348,5,2966,2.501250625312652,2.501250625312652
349,9,2340,2.501250625312652,2.501250625312652
350,9,2339,2.501250625312652,2.501250625312652
351,9,2338,2.501250625312652,2.501250625312652
352,9,2337,2.501250625312652,2.501250625312652
353,9,2336,2.501250625312652,2.501250625312652
354,15,2645,-2.501250625312652,2.501250625312652
355,15,2636,2.501250625312652,2.501250625312652
356,19,6580,-2.501250625312652,2.501250625312652
357,5,2984,-2.501250625312652,2.501250625312652
358,5,2983,2.501250625312652,2.501250625312652
359,5,2979,-2.501250625312652,2.501250625312652
360,19,6589,-2.501250625312652,2.501250625312652
361,19,6588,-2.501250625312652,2.501250625312652
362,19,6587,-2.501250625312652,2.501250625312652
363,19,6583,2.501250625312652,2.501250625312652
364,19,6582,-2.501250625312652,2.501250625312652
365,5,2988,-2.501250625312652,2.501250625312652
366,19,6577,-2.501250625312652,2.501250625312652
367,19,6575,-2.501250625312652,2.501250625312652
368,19,6573,-2.501250625312652,2.501250625312652
369,19,6572,-2.501250625312652,2.501250625312652
370,19,6571,2.501250625312652,2.501250625312652
371,19,6570,2.501250625312652,2.501250625312652
372,19,6569,2.501250625312652,2.501250625312652
373,19,6562,2.501250625312652,2.501250625312652
374,19,6536,-2.501250625312652,2.501250625312652
375,19,6551,2.501250625312652,2.501250625312652
376,19,6550,2.501250625312652,2.501250625312652
377,19,6547,2.501250625312652,2.501250625312652
378,19,6546,-2.501250625312652,2.501250625312652
379,19,6542,2.501250625312652,2.501250625312652
380,19,6541,2.501250625312652,2.501250625312652
381,19,6540,2.501250625312652,2.501250625312652
382,19,6537,2.501250625312652,2.501250625312652
383,19,6619,2.501250625312652,2.501250625312652
384,19,6532,-2.501250625312652,2.501250625312652
385,19,6530,2.501250625312652,2.501250625312652
386,19,6529,-2.501250625312652,2.501250625312652
387,5,3006,2.501250625312652,2.501250625312652
388,5,3003,-2.501250625312652,2.501250625312652
389,5,3000,2.501250625312652,2.501250625312652
390,5,2996,2.501250625312652,2.501250625312652
391,5,2995,2.501250625312652,2.501250625312652
392,15,2663,-2.501250625312652,2.501250625312652
393,15,2682,2.501250625312652,2.501250625312652
394,15,2680,2.501250625312652,2.501250625312652
395,15,2678,2.501250625312652,2.501250625312652
396,15,2675,-2.501250625312652,2.501250625312652
397,15,2671,2.501250625312652,2.501250625312652
398,15,2669,2.501250625312652,2.501250625312652
399,15,2668,-2.501250625312652,2.501250625312652
400,15,2664,2.501250625312652,2.501250625312652
401,15,2687,-2.501250625312652,2.501250625312652
402,15,2661,-2.501250625312652,2.501250625312652
403,15,2660,-2.501250625312652,2.501250625312652
404,15,2656,-2.501250625312652,2.501250625312652
405,15,2711,-2.501250625312652,2.501250625312652
406,19,6595,-2.501250625312652,2.501250625312652
407,5,2974,2.501250625312652,2.501250625312652
408,5,2972,-2.501250625312652,2.501250625312652
409,5,2968,2.501250625312652,2.501250625312652
410,9,2328,-2.501250625312652,2.501250625312652
411,19,6613,2.501250625312652,2.501250625312652
412,19,6610,-2.501250625312652,2.501250625312652
413,19,6608,2.501250625312652,2.501250625312652
414,19,6606,-2.501250625312652,2.501250625312652
415,19,6604,2.501250625312652,2.501250625312652
416,19,6602,-2.501250625312652,2.501250625312652
417,19,6599,2.501250625312652,2.501250625312652
418,19,6598,-2.501250625312652,2.501250625312652
419,5,2880,2.501250625312652,2.501250625312652
420,9,2325,2.501250625312652,2.501250625312652
421,9,2324,2.501250625312652,2.501250625312652
422,9,2318,2.501250625312652,2.501250625312652
423,9,2317,2.501250625312652,2.501250625312652
424,9,2316,-2.501250625312652,2.501250625312652
425,9,2310,-2.501250625312652,2.501250625312652
426,9,2306,2.501250625312652,2.501250625312652
427,19,6835,-2.501250625312652,2.501250625312652
428,5,2797,-2.501250625312652,2.501250625312652
429,5,2796,-2.501250625312652,2.501250625312652
430,5,2792,-2.501250625312652,2.501250625312652
431,5,2788,2.501250625312652,2.501250625312652
432,19,6845,-2.501250625312652,2.501250625312652
433,19,6844,-2.501250625312652,2.501250625312652
434,19,6837,-2.501250625312652,2.501250625312652
435,19,6836,2.501250625312652,2.501250625312652
436,5,2800,-2.501250625312652,2.501250625312652
437,19,6833,2.501250625312652,2.501250625312652
438,19,6827,2.501250625312652,2.501250625312652
439,19,6826,2.501250625312652,2.501250625312652
440,5,2779,-2.501250625312652,2.501250625312652
441,5,2778,-2.501250625312652,2.501250625312652
442,5,2772,-2.501250625312652,2.501250625312652
443,5,2770,2.501250625312652,2.501250625312652
444,5,2769,2.501250625312652,2.501250625312652
445,15,2594,-2.501250625312652,2.501250625312652
446,9,2376,-2.501250625312652,2.501250625312652
447,9,2373,2.501250625312652,2.501250625312652
448,9,2369,-2.501250625312652,2.501250625312652
449,15,2622,2.501250625312652,2.501250625312652
450,15,2621,2.501250625312652,2.501250625312652
451,15,2618,-2.501250625312652,2.501250625312652
452,15,2614,-2.501250625312652,2.501250625312652
453,15,2600,2.501250625312652,2.501250625312652
454,5,2762,2.501250625312652,2.501250625312652
455,9,2366,-2.501250625312652,2.501250625312652
456,9,2362,-2.501250625312652,2.501250625312652
457,5,2814,2.501250625312652,2.501250625312652
458,5,2813,2.501250625312652,2.501250625312652
459,5,2811,-2.501250625312652,2.501250625312652
460,5,2809,-2.501250625312652,2.501250625312652
461,5,2805,2.501250625312652,2.501250625312652
462,5,2802,-2.501250625312652,2.501250625312652
463,9,2405,-2.501250625312652,2.501250625312652
464,5,2747,-2.501250625312652,2.501250625312652
465,5,2738,-2.501250625312652,2.501250625312652
466,5,2735,2.501250625312652,2.501250625312652
467,5,2734,-2.501250625312652,2.501250625312652
468,5,2732,2.501250625312652,2.501250625312652
469,5,2729,-2.501250625312652,2.501250625312652
470,5,2727,2.501250625312652,2.501250625312652
471,9,2411,2.501250625312652,2.501250625312652
472,5,2748,-2.501250625312652,2.501250625312652
473,9,2403,-2.501250625312652,2.501250625312652
474,9,2402,-2.501250625312652,2.501250625312652
475,15,2558,-2.501250625312652,2.501250625312652
476,15,2555,-2.501250625312652,2.501250625312652
477,15,2553,-2.501250625312652,2.501250625312652
478,15,2548,2.501250625312652,2.501250625312652
479,15,2543,-2.501250625312652,2.501250625312652
480,15,2539,2.501250625312652,2.501250625312652
481,19,6865,2.501250625312652,2.501250625312652
482,5,2759,-2.501250625312652,2.501250625312652
483,5,2755,2.501250625312652,2.501250625312652
484,5,2752,-2.501250625312652,2.501250625312652
485,19,6878,-2.501250625312652,2.501250625312652
486,19,6877,2.501250625312652,2.501250625312652
487,19,6876,-2.501250625312652,2.501250625312652
488,19,6875,-2.501250625312652,2.501250625312652
489,19,6873,-2.501250625312652,2.501250625312652
490,9,2377,2.501250625312652,2.501250625312652
491,19,6861,-2.501250625312652,2.501250625312652
492,19,6860,2.501250625312652,2.501250625312652
493,19,6854,-2.501250625312652,2.501250625312652
494,19,6853,2.501250625312652,2.501250625312652
495,19,6848,-2.501250625312652,2.501250625312652
496,5,2751,2.501250625312652,2.501250625312652
497,5,2750,2.501250625312652,2.501250625312652
498,19,6731,2.501250625312652,2.501250625312652
499,19,6748,2.501250625312652,2.501250625312652
500,19,6743,2.501250625312652,2.501250625312652
